contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes,risk_level,priority_score,geographic_region,category
gov_phone_5,phone,(02) 6216 8600,ATO entry point for government dept,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/a#paginationControl,,,Federal,,"If you require information from the ATO and are making an enquiry on behalf of a government department or agency, your request for assistance can be emailed to atogateway.gov.auThis service is only available in response to official requests from government departments and agencies (Federal State or Territory) - requests that do not come from a \2018.gov.au` or \2018.govt.nz` email address will be automatically rejected.Alternatively, you can call (02) 6216 8600 during business hours.This number is only available to government departments and agencies - for individual and business enquiries, refer to the numbers listed below - we cannot redirect your call or provide any individual or business assistance.",2025-08-30T17:19:34.884800,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_6,phone,13 2878,Austrade Export Inquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/a#paginationControl,,,Federal,,,2025-08-30T17:19:34.884824,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.09999999999999998,Federal,Official Services
gov_phone_7,phone,131 232,Australian Passport Assistance,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/a#paginationControl,,,Federal,,"Australian Passport Information Service (Telephone Service) Hours of operation:-You can call us on 131 232 Monday to Friday: 8.00 am to 7.00 pm (AEST)-You can submit your documents and forms at any Australian Passport Office. You must make an appointment before attending. Someone can attend on your behalf. Hours for appointments are 8:30am to 1pm, Monday to Friday.-Direct queries to: https://www.smartraveller.gov.au/consular-services/notarial-services/documents-in-australia-Authentications, Apostilles and Certificates of No Impediment - refer to the Legalising documents page for forms, costs and other important information. Documents lodged through the mail are processed in Sydney and Melbourne.-We can legalise your documents in Australia by mail or in person. To request our services, complete the Document legalisation request form. It's important that you prepare your documents and complete the request form accurately. We don't accept incomplete requests.Passport website:  www.passports.gov.auDue to Australian privacy laws information cannot be provided via an email request.",2025-08-30T17:19:34.884847,0.9,Federal government directory - Hours of Operation: Monday to Friday: 8.00 am to 7.00 pm (AEST).  We are closed on Australian national public holidays.,safe,0.09999999999999998,Federal,Official Services
gov_phone_8,phone,13 1232,Australian Passport Information Service,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/a#paginationControl,,,Federal,,"Australian Passport Information Service (Telephone Service) Hours of operation:-You can call us on 131 232 Monday to Friday: 8.00 am to 7.00 pm (AEST)-You can submit your documents and forms at any Australian Passport Office. You must make an appointment before attending. Someone can attend on your behalf. Hours for appointments are 8:30am to 1pm, Monday to Friday.-Direct queries to: https://www.smartraveller.gov.au/consular-services/notarial-services/documents-in-australia-Authentications, Apostilles and Certificates of No Impediment - refer to the Legalising documents page for forms, costs and other important information. Documents lodged through the mail are processed in Sydney and Melbourne.-We can legalise your documents in Australia by mail or in person. To request our services, complete the Document legalisation request form. It's important that you prepare your documents and complete the request form accurately. We don't accept incomplete requests.Passport website:  www.passports.gov.auDue to Australian privacy laws information cannot be provided via an email request.",2025-08-30T17:19:34.884869,0.9,Federal government directory - Hours of Operation: Monday to Friday: 8.00 am to 7.00 pm (AEST).  We are closed on Australian national public holidays.,safe,0.09999999999999998,Federal,Official Services
gov_phone_9,phone,131 232,Australian Passport Office,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/a#paginationControl,,,Federal,,"For legalisation services, please make an appointment at  Australian Passport Office - Perth | Perth [ Book now ]",2025-08-30T17:19:34.884892,0.9,Federal government directory - Hours of Operation: 8:30am to 4:00 pm weekdays,safe,0.09999999999999998,Federal,Official Services
gov_phone_15,phone,(02) 6211 8300,Blood Authority Information line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/b#paginationControl,,,Federal,,General enquiries,2025-08-30T17:19:34.885020,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.09999999999999998,Federal,Official Services
gov_phone_16,phone,13 2050,Breastscreen Australia,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/b#paginationControl,,,Federal,,To book a free screening mammogram,2025-08-30T17:19:34.885041,0.9,Federal government directory - Hours of Operation: Business hours,safe,0.09999999999999998,Federal,Official Services
gov_phone_17,phone,13 1030,Business-hours Indigenous Helpline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/b#paginationControl,,,Federal,,"8am-6pm, Mon-Fri (local time) except national public holidays",2025-08-30T17:19:34.885064,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_19,phone,13 1020,Business-hours Superannuation Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/b#paginationControl,,,Federal,,"8am-6pm, Mon-Fri (local time) except national public holidays",2025-08-30T17:19:34.885105,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_20,phone,13 1450,Business-hours Translating and Interpret,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/b#paginationControl,,,Federal,,"Translating and Interpreting service for people from non-English speaking backgrounds8am-6pm, Mon-Fri (local time) except national public holidays",2025-08-30T17:19:34.885126,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_21,phone,13 2846,business.gov.au 13 28 46,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/b#paginationControl,,,Federal,,"business.gov.au is an online government resource for the Australian business community. business.gov.au offers you simple and convenient access to all of the government information, forms and services you need. It's a whole-of-government service providing essential information on planning, starting and growing your business.",2025-08-30T17:19:34.885147,0.9,Federal government directory - Hours of Operation: 8.00am - 8.00pm AEST Monday to Friday,safe,0.09999999999999998,Federal,Official Services
gov_phone_23,phone,13 1556,Cervical Screening Program,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,General information line,2025-08-30T17:19:34.885192,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_24,phone,131 880,Citizenship Information Line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,Use this number to:request application forms for Australian citizenshipobtain information about:application fees and processescitizenship ceremonies Australian citizenship affirmation ceremonies dual citizenship.,2025-08-30T17:19:34.885213,0.9,"Federal government directory - Hours of Operation: Monday to Friday, 9am to 5pm",safe,0.09999999999999998,Federal,Official Services
gov_phone_29,phone,133 177,"Compliments, Complaints and Suggestions",government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,"​Your feedback is valuable to us. We use your feedback to improve our services to industry and the community, and investigate and respond to any issues of concern.Feedback can be compliments, complaints and suggestions:•Compliments are praise or congratulations about any aspect of our services, performance or how we do business.•Complaints are an expression of dissatisfaction or unmet expectations about any aspect of our service or the way we conduct our business.•Suggestions are ideas on how we could improve our services or do our business differently.We value your feedback. If we get things wrong, we need to address and evaluate such instances to resolve these matters promptly. Similarly, we should recognise when we are complimented on our service and performance.We are committed to providing services in ways that are considerate of the impact to:•Passenger movement•Cargo clearance•Compliance monitoring•Operational activities•Visa and Citizenship applications and processes•Service providers and partners.",2025-08-30T17:19:34.885314,0.9,Federal government directory - Hours of Operation: 9am to 5pm (local Melbourne time),safe,0.09999999999999998,Federal,Official Services
gov_phone_39,phone,13 2866,Extended-hours Business,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/e#paginationControl,,,Federal,,"8am-6pm, Mon-Fri and 10am-4pm, Sat (local time) except national public holidaysPlease note: A limited service will operate between 6pm and 8pm on weekdays and 10am and 4pm on Saturday",2025-08-30T17:19:34.885519,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_40,phone,13 1142,Extended-hours Debt Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/e#paginationControl,,,Federal,,"8am-6pm, Mon-Fri and 10am-4pm, Sat (local time) except national public holidaysPlease note: A limited service will operate between 6pm and 8pm on weekdays and 10am and 4pm on Saturday",2025-08-30T17:19:34.885540,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_41,phone,13 2861,Extended-hours Individuals,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/e#paginationControl,,,Federal,,"8am-6pm, Mon-Fri and 10am-4pm, Sat and Sun (local time) except national public holidaysPlease note: A limited service for myGov/myTax enquiries will operate between 6pm and 10pm on weekdays and 10am and 4pm on weekends. Call 13 28 61 and select option 5",2025-08-30T17:19:34.885560,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_42,phone,13 7286,Extended-hours Registered Tax Profession,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/e#paginationControl,,,Federal,,"8am-6pm, Mon-Fri and 10am-4pm, Sat (local time) except national public holidaysPlease note: A limited service will operate between 6pm and 8pm on weekdays and 10am and 4pm on Saturday",2025-08-30T17:19:34.885581,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_43,phone,131 394,Fair Work Infoline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/f#paginationControl,,,Federal,,We're here to give advice and help you understand your workplace rights and responsibilities. If you have a question or problem relating to your workplace call the Fair Work Infoline.,2025-08-30T17:19:34.885602,0.9,"Federal government directory - Hours of Operation: 8.00am - 5.30pm local time, Monday to Friday",safe,0.09999999999999998,Federal,Official Services
gov_phone_50,phone,+61 2 6289 1133,General Enquiries - International,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,General enquiries for international callers.,2025-08-30T17:19:34.885750,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday - Friday,safe,0.09999999999999998,Federal,Official Services
gov_phone_51,phone,02 6272 5674,Hannah Massocchi,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,Executive Assistant to People Strategy and Safety Branch,2025-08-30T17:19:34.885771,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_52,phone,132 300,Health Care Cards,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,Call Department of Human Services for information about eligibility and card types.,2025-08-30T17:19:34.885794,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_55,phone,02 6283 3604,Honours inquiries including nomination,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,Answering machine,2025-08-30T17:19:34.885859,0.9,Federal government directory - Hours of Operation: 24 hours,safe,0.09999999999999998,Federal,Official Services
gov_phone_57,phone,131 881,Immigration General Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/i#paginationControl,,,Federal,,"Note: This number is only available if you are calling from inside Australia. If you are outside Australia and wish to make an enquiry please contact the relevant Australian Immigration office overseas.Use this general enquiries number to:obtain general information on all temporary and permanent visa categories (including visitors, students, family migration, temporary business visas and refugee and humanitarian applications)make appointments for lodging visa applicationschange contact detailscontact departmental officers",2025-08-30T17:19:34.885904,0.9,Federal government directory - Hours of Operation: Monday to Friday 9am to 5pm,safe,0.09999999999999998,Federal,Official Services
gov_phone_59,phone,(02) 6120 1350,Instrument registration and gazettal Hel,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/i#paginationControl,,,Federal,,Instrument registration and gazettal Help desk,2025-08-30T17:19:34.885945,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_61,phone,(61 2) 6272 3232,Media enquires - Agriculture,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,For media enquiries about agriculture and biosecurity issues.,2025-08-30T17:19:34.885986,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_62,phone,(61 2) 6275 9880,Media enquires - Environment,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,For media enquiries about environment issues,2025-08-30T17:19:34.886007,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_63,phone,02 6264 2244,Media Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,"The Department's Communication and Media Branch are responsible for media releases, responding to journalist, TV and photo enquiries, general media related enquiries and letters to editors in Australian newspapers on departmental issues.",2025-08-30T17:19:34.886027,0.9,Federal government directory - Hours of Operation: 9am to 5pm,safe,0.09999999999999998,Federal,Official Services
gov_phone_64,phone,(02) 6240 7300,Media Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,we will not respond to any other enquiry.,2025-08-30T17:19:34.886047,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_66,phone,13 2011,Medicare,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,General Enquiries,2025-08-30T17:19:34.886088,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.09999999999999998,Federal,Official Services
gov_phone_75,phone,13 2869,Our Switchboard,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,"8am-5pm, Mon-Fri (local time) except national public holidays",2025-08-30T17:19:34.886424,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_85,phone,0011 +33 1 4059 3300,Responsible for Algeria,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,Australian Embassy in France,2025-08-30T17:19:34.886746,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_88,phone,13 7226,Self-help Business,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Lodge yourNIL activity statementNIL annual GST returnGST or PAYG instalment annual electionsRegister for fuel tax creditsMake a payment arrangementEnquire about the progress of your lodgments or your ABN application,2025-08-30T17:19:34.886811,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_89,phone,13 2865,Self-help Individuals,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Enquire about the progress of your lodgmentsSearch for your lost superApply for refund of GST creditsMake a payment arrangement,2025-08-30T17:19:34.886839,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_91,phone,13 2300,Senior's Card (Commonwealth),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Seniors Card is a FREE discount card providing members with access to Government concessions and business discounts.,2025-08-30T17:19:34.886883,0.9,Federal government directory - nan,safe,0.09999999999999998,Federal,Official Services
gov_phone_93,phone,131 450,The Translating and Interpreting Service,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,"The Translating and Interpreting Service (TIS National) is an interpreting service provided by the Department of Home Affairs for people with limited English proficiency and for agencies and businesses that need to communicate with their non-English speaking clients.The TIS National services can be accessed 24 hours a day at the cost of the call for any person who needs an interpreter.Contact details for TIS National services, general enquires or feedback can be found at www.tisnational.gov.au/Contact-us",2025-08-30T17:19:34.886929,0.9,"Federal government directory - Hours of Operation: 24 hours, every day of the year",safe,0.09999999999999998,Federal,Official Services
gov_phone_95,phone,+61 2 9360 1111,Tourism Australia,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,TBA,2025-08-30T17:19:34.886972,0.9,"Federal government directory - Hours of Operation: During office hours, 9.00 am - 5.30 pm (AEST)",safe,0.09999999999999998,Federal,Official Services
nsw_gov_1_website,website,https://www.nsw.gov.au/departments-and-agencies/aboriginal-affairs-nsw,Aboriginal Affairs,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-affairs,Level 6 201 Coward Street Mascot NSW 2020,,NSW,,,2025-08-30T17:19:34.888039,0.85,NSW Government Directory - Postal: PO Box 207 Mascot NSW 1460,safe,0.15000000000000002,NSW,Official Services
nsw_gov_2_website,website,https://www.atsihealthpracticecouncil.nsw.gov.au/,Aboriginal and Torres Strait Islander Health Practice Council of NSW,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-and-torres-strait-islander-health-practice-council-of-nsw,,,NSW,,,2025-08-30T17:19:34.888076,0.85,NSW Government Directory - Postal: nan,safe,0.15000000000000002,NSW,Official Services
nsw_gov_3_phone,phone,(02) 9550 5666,Aboriginal Education Consultative Group (AECG),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-education-consultative-group-aecg,37 Cavendish Street STANMORE NSW 2048,,NSW,,,2025-08-30T17:19:34.888107,0.85,NSW Government Directory - Postal: nan,safe,0.15000000000000002,NSW,Official Services
nsw_gov_3_email,email,info@aecg.nsw.edu.au,Aboriginal Education Consultative Group (AECG),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-education-consultative-group-aecg,37 Cavendish Street STANMORE NSW 2048,,NSW,,,2025-08-30T17:19:34.888107,0.85,NSW Government Directory - Postal: nan,safe,0.15000000000000002,NSW,Official Services
nsw_gov_4_website,website,https://www.aho.nsw.gov.au/,Aboriginal Housing Office (Parramatta Head Office),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-housing-office-parramatta-head-office,"4 Parramatta Square, 12 Darcy St Parramatta NSW 2150",,NSW,,,2025-08-30T17:19:34.888133,0.85,NSW Government Directory - Postal: PO Box W5 WestfieldParramatta NSW 2150,safe,0.15000000000000002,NSW,Official Services
nsw_gov_5_phone,phone,(02) 8575 1160,"Aboriginal Land Rights Act 1983 (NSW), Office of the Registrar",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-land-rights-act-1983-nsw-office-of-the-registrar,"Level 3, 2-10 Wentworth Street PARRAMATTA NSW 2124",,NSW,,,2025-08-30T17:19:34.888161,0.85,"NSW Government Directory - Postal: PO Box 787, Parramatta NSW 2124",safe,0.15000000000000002,NSW,Official Services
nsw_gov_5_website,website,https://www.oralra.nsw.gov.au/,"Aboriginal Land Rights Act 1983 (NSW), Office of the Registrar",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-land-rights-act-1983-nsw-office-of-the-registrar,"Level 3, 2-10 Wentworth Street PARRAMATTA NSW 2124",,NSW,,,2025-08-30T17:19:34.888161,0.85,"NSW Government Directory - Postal: PO Box 787, Parramatta NSW 2124",safe,0.15000000000000002,NSW,Official Services
nsw_gov_6_phone,phone,(02) 6643 0000,Acmena Youth Justice Centre,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/acmena-youth-justice-centre,Lot 57 Swallow Road GRAFTON NSW 2460,,NSW,,,2025-08-30T17:19:34.888188,0.85,"NSW Government Directory - Postal: PO Box 542, GRAFTON NSW 2460",safe,0.15000000000000002,NSW,Official Services
nsw_gov_7_website,website,https://www.ageingdisabilitycommission.nsw.gov.au,"Ageing and Disability Commission, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-ageing-and-disability-commission,"Level 6, 93 George St Parramatta NSW 2150",,NSW,,,2025-08-30T17:19:34.888212,0.85,NSW Government Directory - Postal: nan,safe,0.15000000000000002,NSW,Official Services
nsw_gov_8_phone,phone,(02) 9464 4666,"Agency for Clinical Innovation, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-agency-for-clinical-innovation,1 Reserve Road St Leonards NSW 2065,,NSW,,,2025-08-30T17:19:34.888239,0.85,NSW Government Directory - Postal: Locked Bag 2030St Leonards NSW 1590,safe,0.15000000000000002,NSW,Official Services
nsw_gov_8_website,website,https://www.aci.health.nsw.gov.au/,"Agency for Clinical Innovation, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-agency-for-clinical-innovation,1 Reserve Road St Leonards NSW 2065,,NSW,,,2025-08-30T17:19:34.888239,0.85,NSW Government Directory - Postal: Locked Bag 2030St Leonards NSW 1590,safe,0.15000000000000002,NSW,Official Services
hospital_36_phone,phone,1300 225013,Braeside Hospital,hospital,nsw_hospitals_agent,NSW Health API,Locked Bag 82 Wetherill Park 1851<br/>340 Prairie Vale Road,Prairiewood,NSW,2176.0,No emergency department,2025-08-30T17:19:34.891125,0.95,LHD: South Western Sydney Local Health District,safe,0.8500000000000001,NSW,Healthcare Services
hospital_0_phone,phone,02 6058 4444,Albury Wodonga Health,hospital,nsw_hospitals_agent,NSW Health API,201 Borella Road,Albury,NSW,2640.0,No emergency department,2025-08-30T17:19:34.890182,0.95,LHD: Albury Wodonga Health,safe,1.05,NSW,Healthcare Services
hospital_1_phone,phone,02 6776 9500,Armidale Rural Referral Hospital,hospital,nsw_hospitals_agent,NSW Health API,Rusden Street,Armidale,NSW,2350.0,Reporting wait times,2025-08-30T17:19:34.890223,0.95,LHD: Hunter New England Local Health District,safe,1.05,NSW,Healthcare Services
hospital_2_phone,phone,02 8759 3000,Auburn Hospital & Community Health Services,hospital,nsw_hospitals_agent,NSW Health API,Hargrave Road,Auburn,NSW,2144.0,Reporting wait times,2025-08-30T17:19:34.890253,0.95,LHD: Western Sydney Local Health District,safe,1.05,NSW,Healthcare Services
hospital_3_phone,phone,02 6686 2111,Ballina District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Cherry Street,Ballina,NSW,2478.0,Not reporting wait times,2025-08-30T17:19:34.890280,0.95,LHD: Northern NSW Local Health District,safe,1.05,NSW,Healthcare Services
hospital_4_phone,phone,02 9395 2111,Balmain Hospital,hospital,nsw_hospitals_agent,NSW Health API,29 Booth Street,Balmain,NSW,2041.0,No emergency department,2025-08-30T17:19:34.890306,0.95,LHD: Sydney Local Health District,safe,1.05,NSW,Healthcare Services
hospital_5_phone,phone,03 5020 1606,Balranald District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Market Street,Balranald,NSW,2715.0,Not reporting wait times,2025-08-30T17:19:34.890337,0.95,LHD: Far West Local Health District,safe,1.05,NSW,Healthcare Services
hospital_6_phone,phone,02 9722 8000,Bankstown Lidcombe Hospital,hospital,nsw_hospitals_agent,NSW Health API,Eldridge Road,Bankstown,NSW,2200.0,Reporting wait times,2025-08-30T17:19:34.890361,0.95,LHD: South Western Sydney Local Health District,safe,1.05,NSW,Healthcare Services
hospital_7_phone,phone,02 6843 4100,Baradine Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Cnr Darling and Macquarie Street,Baradine,NSW,2396.0,Not reporting wait times,2025-08-30T17:19:34.890385,0.95,LHD: Western NSW Local Health District,safe,1.05,NSW,Healthcare Services
hospital_8_phone,phone,02 6843 1909,Baradine Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Corner of Darling and Macquarie Street,Baradine,NSW,2396.0,No emergency department,2025-08-30T17:19:34.890410,0.95,LHD: Western NSW Local Health District,safe,1.05,NSW,Healthcare Services
hospital_9_phone,phone,03 5451 1000,Barham Koondrook Soldiers Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Punt Road,Barham,NSW,2732.0,Not reporting wait times,2025-08-30T17:19:34.890434,0.95,LHD: Murrumbidgee Local Health District,safe,1.05,NSW,Healthcare Services
hospital_10_phone,phone,02 6782 2500,Barraba Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Edward Street,Barraba,NSW,2347.0,Not reporting wait times,2025-08-30T17:19:34.890458,0.95,LHD: Hunter New England Local Health District,safe,1.05,NSW,Healthcare Services
hospital_11_phone,phone,02 6782 2507,Barraba Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Edward Street,Barraba,NSW,2347.0,No emergency department,2025-08-30T17:19:34.890482,0.95,LHD: Hunter New England Local Health District,safe,1.05,NSW,Healthcare Services
hospital_12_phone,phone,02 4475 1500,Bateman's Bay District Hospital,hospital,nsw_hospitals_agent,NSW Health API,7 Pacific Street,Batemans Bay,NSW,2536.0,Not reporting wait times,2025-08-30T17:19:34.890505,0.95,LHD: Southern NSW Local Health District,safe,1.05,NSW,Healthcare Services
hospital_13_phone,phone,02 6330 5311,Bathurst Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Howick Street,Bathurst,NSW,2795.0,Reporting wait times,2025-08-30T17:19:34.890529,0.95,LHD: Western NSW Local Health District,safe,1.05,NSW,Healthcare Services
hospital_14_phone,phone,02 6941 4333,Batlow/Adelong Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,61-81 Pioneer Street,Batlow,NSW,2730.0,Not reporting wait times,2025-08-30T17:19:34.890553,0.95,LHD: Murrumbidgee Local Health District,safe,1.05,NSW,Healthcare Services
hospital_15_phone,phone,02 6941 4333,Batlow/Adelong Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,61-81 Pioneer Street,Batlow,NSW,2730.0,No emergency department,2025-08-30T17:19:34.890576,0.95,LHD: Murrumbidgee Local Health District,safe,1.05,NSW,Healthcare Services
hospital_16_phone,phone,02 6492 9111,Bega District Hospital,hospital,nsw_hospitals_agent,NSW Health API,McKee Drive,Bega,NSW,2550.0,Not reporting wait times,2025-08-30T17:19:34.890600,0.95,LHD: Southern NSW Local Health District,safe,1.05,NSW,Healthcare Services
hospital_17_phone,phone,02 6659 5800,Bellingen River District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Church Street,Bellingen,NSW,2454.0,Not reporting wait times,2025-08-30T17:19:34.890623,0.95,LHD: Mid North Coast Local Health District,safe,1.05,NSW,Healthcare Services
hospital_18_phone,phone,02 4923 2000,Belmont Hospital,hospital,nsw_hospitals_agent,NSW Health API,Croudace Bay Road,Belmont,NSW,2280.0,Reporting wait times,2025-08-30T17:19:34.890647,0.95,LHD: Hunter New England Local Health District,safe,1.05,NSW,Healthcare Services
hospital_19_phone,phone,03 5885 2208,Berrigan Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Memorial Street,Berrigan,NSW,2712.0,No emergency department,2025-08-30T17:19:34.890670,0.95,LHD: Murrumbidgee Local Health District,safe,1.05,NSW,Healthcare Services
hospital_20_phone,phone,03 5885 2208,Berrigan War Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Memorial Street,Berrigan,NSW,2712.0,Not reporting wait times,2025-08-30T17:19:34.890694,0.95,LHD: Murrumbidgee Local Health District,safe,1.05,NSW,Healthcare Services
hospital_21_phone,phone,02 6728 0100,Bingara Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Keera Road,Bingara,NSW,2404.0,Not reporting wait times,2025-08-30T17:19:34.890719,0.95,LHD: Hunter New England Local Health District,safe,1.05,NSW,Healthcare Services
hospital_22_phone,phone,02 6728 0130,Bingara Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Keera Road,Bingara,NSW,2304.0,No emergency department,2025-08-30T17:19:34.890743,0.95,LHD: Hunter New England Local Health District,safe,1.05,NSW,Healthcare Services
hospital_23_phone,phone,02 9881 8000,Blacktown Hospital,hospital,nsw_hospitals_agent,NSW Health API,Blacktown Road,Blacktown,NSW,2148.0,Reporting wait times,2025-08-30T17:19:34.890766,0.95,LHD: Western Sydney Local Health District,safe,1.05,NSW,Healthcare Services
hospital_24_phone,phone,02 6368 9000,Blayney Multi-Purpose Health Service,hospital,nsw_hospitals_agent,NSW Health API,3 Osman Street,Blayney,NSW,2799.0,Not reporting wait times,2025-08-30T17:19:34.890818,0.95,LHD: Western NSW Local Health District,safe,1.05,NSW,Healthcare Services
hospital_25_phone,phone,02 4784 6500,Blue Mountains District ANZAC Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Cnr Woodlands Road and Great Western Hwy,Katoomba,NSW,2780.0,Reporting wait times,2025-08-30T17:19:34.890849,0.95,LHD: Nepean Blue Mountains Local Health District,safe,1.05,NSW,Healthcare Services
