contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes,risk_level,priority_score,geographic_region,category,hospital_name,hospital_type,phone,email,website,street_address,full_address,local_health_district,source,article_title,scam_type,threat_type,threat_value,date_reported,scam_tactics,impersonated_organizations,article_url,charity_name,abn,charity_purposes,registration_date,charity_size,service_name,phone_number,hours_of_operation,description
nsw_gov_91,email,community@dcj.nsw.gov.au,Community Services,government,nsw_enhanced_scraper,https://www.facs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691723,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_92,website,https://www.facs.nsw.gov.au,Community Services,government,nsw_enhanced_scraper,https://www.facs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691723,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_93,phone,1800 650 433,Multicultural NSW,government,nsw_enhanced_scraper,https://multicultural.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691726,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_94,email,multicultural@multicultural.nsw.gov.au,Multicultural NSW,government,nsw_enhanced_scraper,https://multicultural.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691726,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_95,website,https://multicultural.nsw.gov.au,Multicultural NSW,government,nsw_enhanced_scraper,https://multicultural.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691726,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_96,phone,13 22 13,Roads and Maritime Services,government,nsw_enhanced_scraper,https://roads-waterways.transport.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691729,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_97,email,rms@transport.nsw.gov.au,Roads and Maritime Services,government,nsw_enhanced_scraper,https://roads-waterways.transport.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691729,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_98,website,https://roads-waterways.transport.nsw.gov.au,Roads and Maritime Services,government,nsw_enhanced_scraper,https://roads-waterways.transport.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691729,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_99,phone,131 500,Sydney Trains,government,nsw_enhanced_scraper,https://www.transport.nsw.gov.au/sydneytrains,,,NSW,,Government services,2025-08-30T14:41:20.691731,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_100,email,feedback@transport.nsw.gov.au,Sydney Trains,government,nsw_enhanced_scraper,https://www.transport.nsw.gov.au/sydneytrains,,,NSW,,Government services,2025-08-30T14:41:20.691731,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_101,website,https://www.transport.nsw.gov.au/sydneytrains,Sydney Trains,government,nsw_enhanced_scraper,https://www.transport.nsw.gov.au/sydneytrains,,,NSW,,Government services,2025-08-30T14:41:20.691731,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_102,phone,13 22 32,NSW TrainLink,government,nsw_enhanced_scraper,https://transportnsw.info/regional,,,NSW,,Government services,2025-08-30T14:41:20.691734,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_103,email,trainlink@transport.nsw.gov.au,NSW TrainLink,government,nsw_enhanced_scraper,https://transportnsw.info/regional,,,NSW,,Government services,2025-08-30T14:41:20.691734,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_104,website,https://transportnsw.info/regional,NSW TrainLink,government,nsw_enhanced_scraper,https://transportnsw.info/regional,,,NSW,,Government services,2025-08-30T14:41:20.691734,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_105,phone,131 500,State Transit Authority,government,nsw_enhanced_scraper,https://transportnsw.info/travel-info/ways-to-get-around/bus,,,NSW,,Government services,2025-08-30T14:41:20.691737,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_106,email,buses@transport.nsw.gov.au,State Transit Authority,government,nsw_enhanced_scraper,https://transportnsw.info/travel-info/ways-to-get-around/bus,,,NSW,,Government services,2025-08-30T14:41:20.691737,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_107,website,https://transportnsw.info/travel-info/ways-to-get-around/bus,State Transit Authority,government,nsw_enhanced_scraper,https://transportnsw.info/travel-info/ways-to-get-around/bus,,,NSW,,Government services,2025-08-30T14:41:20.691737,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_108,phone,(02) 6391 3000,Department of Regional NSW,government,nsw_enhanced_scraper,https://www.nsw.gov.au/regional-nsw,,,NSW,,Government services,2025-08-30T14:41:20.691740,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_109,email,info@regional.nsw.gov.au,Department of Regional NSW,government,nsw_enhanced_scraper,https://www.nsw.gov.au/regional-nsw,,,NSW,,Government services,2025-08-30T14:41:20.691740,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_110,website,https://www.nsw.gov.au/regional-nsw,Department of Regional NSW,government,nsw_enhanced_scraper,https://www.nsw.gov.au/regional-nsw,,,NSW,,Government services,2025-08-30T14:41:20.691740,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_111,phone,1300 795 299,Local Land Services,government,nsw_enhanced_scraper,https://www.lls.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691744,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_112,email,admin@lls.nsw.gov.au,Local Land Services,government,nsw_enhanced_scraper,https://www.lls.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691744,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_113,website,https://www.lls.nsw.gov.au,Local Land Services,government,nsw_enhanced_scraper,https://www.lls.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691744,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_114,phone,1800 808 095,Department of Primary Industries,government,nsw_enhanced_scraper,https://www.dpi.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691747,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_115,email,information@dpi.nsw.gov.au,Department of Primary Industries,government,nsw_enhanced_scraper,https://www.dpi.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691747,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_116,website,https://www.dpi.nsw.gov.au,Department of Primary Industries,government,nsw_enhanced_scraper,https://www.dpi.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691747,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_117,phone,1300 655 687,Forestry Corporation NSW,government,nsw_enhanced_scraper,https://www.forestrycorporation.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691750,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_118,email,info@fcnsw.com.au,Forestry Corporation NSW,government,nsw_enhanced_scraper,https://www.forestrycorporation.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691750,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_119,website,https://www.forestrycorporation.com.au,Forestry Corporation NSW,government,nsw_enhanced_scraper,https://www.forestrycorporation.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691750,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_120,phone,1800 246 545,Energy and Water Ombudsman NSW,government,nsw_enhanced_scraper,https://www.ewon.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691753,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_121,email,omb@ewon.com.au,Energy and Water Ombudsman NSW,government,nsw_enhanced_scraper,https://www.ewon.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691753,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_122,website,https://www.ewon.com.au,Energy and Water Ombudsman NSW,government,nsw_enhanced_scraper,https://www.ewon.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691753,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_123,phone,1300 552 406,NSW Food Authority,government,nsw_enhanced_scraper,https://www.foodauthority.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691755,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_124,email,food.contact@dpi.nsw.gov.au,NSW Food Authority,government,nsw_enhanced_scraper,https://www.foodauthority.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691755,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_125,website,https://www.foodauthority.nsw.gov.au,NSW Food Authority,government,nsw_enhanced_scraper,https://www.foodauthority.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691755,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_126,phone,1300 024 720,Liquor and Gaming NSW,government,nsw_enhanced_scraper,https://www.liquorandgaming.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691758,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_127,email,contact.lgnsw@liquorandgaming.nsw.gov.au,Liquor and Gaming NSW,government,nsw_enhanced_scraper,https://www.liquorandgaming.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691758,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_128,website,https://www.liquorandgaming.nsw.gov.au,Liquor and Gaming NSW,government,nsw_enhanced_scraper,https://www.liquorandgaming.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691758,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_129,phone,13 13 02,Office of Sport,government,nsw_enhanced_scraper,https://www.sport.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691761,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_130,email,info@sport.nsw.gov.au,Office of Sport,government,nsw_enhanced_scraper,https://www.sport.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691761,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_131,website,https://www.sport.nsw.gov.au,Office of Sport,government,nsw_enhanced_scraper,https://www.sport.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691761,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_132,phone,(02) 9228 4426,NSW Treasury,government,nsw_enhanced_scraper,https://www.treasury.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691764,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_133,email,mail@treasury.nsw.gov.au,NSW Treasury,government,nsw_enhanced_scraper,https://www.treasury.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691764,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_134,website,https://www.treasury.nsw.gov.au,NSW Treasury,government,nsw_enhanced_scraper,https://www.treasury.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691764,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_135,phone,13 44 22,icare NSW,government,nsw_enhanced_scraper,https://www.icare.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691767,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_136,email,contact@icare.nsw.gov.au,icare NSW,government,nsw_enhanced_scraper,https://www.icare.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691767,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_137,website,https://www.icare.nsw.gov.au,icare NSW,government,nsw_enhanced_scraper,https://www.icare.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691767,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_138,phone,1300 656 919,State Insurance Regulatory Authority,government,nsw_enhanced_scraper,https://www.sira.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691769,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_139,email,contact@sira.nsw.gov.au,State Insurance Regulatory Authority,government,nsw_enhanced_scraper,https://www.sira.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691769,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_140,website,https://www.sira.nsw.gov.au,State Insurance Regulatory Authority,government,nsw_enhanced_scraper,https://www.sira.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691769,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_141,phone,1300 135 736,NSW Electoral Commission,government,nsw_enhanced_scraper,https://www.elections.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691772,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_142,email,enquiries@elections.nsw.gov.au,NSW Electoral Commission,government,nsw_enhanced_scraper,https://www.elections.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691772,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_143,website,https://www.elections.nsw.gov.au,NSW Electoral Commission,government,nsw_enhanced_scraper,https://www.elections.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691772,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_144,phone,1800 472 679,Information and Privacy Commission NSW,government,nsw_enhanced_scraper,https://www.ipc.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691775,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_145,email,ipcinfo@ipc.nsw.gov.au,Information and Privacy Commission NSW,government,nsw_enhanced_scraper,https://www.ipc.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691775,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_146,website,https://www.ipc.nsw.gov.au,Information and Privacy Commission NSW,government,nsw_enhanced_scraper,https://www.ipc.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691775,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_147,phone,(02) 9275 7100,Audit Office of NSW,government,nsw_enhanced_scraper,https://www.audit.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691778,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_148,email,mail@audit.nsw.gov.au,Audit Office of NSW,government,nsw_enhanced_scraper,https://www.audit.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691778,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_149,website,https://www.audit.nsw.gov.au,Audit Office of NSW,government,nsw_enhanced_scraper,https://www.audit.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691778,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Albury,NSW,2640.0,No emergency department,,,,,,,,Albury Wodonga Health,No emergency department,02 6058 4444,,,201 Borella Road,"201 Borella Road, Albury, NSW, 2640",Albury Wodonga Health,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Armidale,NSW,2350.0,Reporting wait times,,,,,,,,Armidale Rural Referral Hospital,Reporting wait times,02 6776 9500,,,Rusden Street,"Rusden Street, Armidale, NSW, 2350",Hunter New England Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Auburn,NSW,2144.0,Reporting wait times,,,,,,,,Auburn Hospital & Community Health Services,Reporting wait times,02 8759 3000,,,Hargrave Road,"Hargrave Road, Auburn, NSW, 2144",Western Sydney Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Ballina,NSW,2478.0,Not reporting wait times,,,,,,,,Ballina District Hospital,Not reporting wait times,02 6686 2111,,,Cherry Street,"Cherry Street, Ballina, NSW, 2478",Northern NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Balmain,NSW,2041.0,No emergency department,,,,,,,,Balmain Hospital,No emergency department,02 9395 2111,,,29 Booth Street,"29 Booth Street, Balmain, NSW, 2041",Sydney Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Balranald,NSW,2715.0,Not reporting wait times,,,,,,,,Balranald District Hospital,Not reporting wait times,03 5020 1606,,,Market Street,"Market Street, Balranald, NSW, 2715",Far West Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bankstown,NSW,2200.0,Reporting wait times,,,,,,,,Bankstown Lidcombe Hospital,Reporting wait times,02 9722 8000,,,Eldridge Road,"Eldridge Road, Bankstown, NSW, 2200",South Western Sydney Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Baradine,NSW,2396.0,Not reporting wait times,,,,,,,,Baradine Multi-Purpose Service,Not reporting wait times,02 6843 4100,,,Cnr Darling and Macquarie Street,"Cnr Darling and Macquarie Street, Baradine, NSW, 2396",Western NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Baradine,NSW,2396.0,No emergency department,,,,,,,,Baradine Residential Aged Care,No emergency department,02 6843 1909,,,Corner of Darling and Macquarie Street,"Corner of Darling and Macquarie Street, Baradine, NSW, 2396",Western NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Barham,NSW,2732.0,Not reporting wait times,,,,,,,,Barham Koondrook Soldiers Memorial Hospital,Not reporting wait times,03 5451 1000,,,Punt Road,"Punt Road, Barham, NSW, 2732",Murrumbidgee Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Barraba,NSW,2347.0,Not reporting wait times,,,,,,,,Barraba Multi Purpose Service,Not reporting wait times,02 6782 2500,,,Edward Street,"Edward Street, Barraba, NSW, 2347",Hunter New England Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Barraba,NSW,2347.0,No emergency department,,,,,,,,Barraba Residential Aged Care,No emergency department,02 6782 2507,,,Edward Street,"Edward Street, Barraba, NSW, 2347",Hunter New England Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Batemans Bay,NSW,2536.0,Not reporting wait times,,,,,,,,Bateman's Bay District Hospital,Not reporting wait times,02 4475 1500,,,7 Pacific Street,"7 Pacific Street, Batemans Bay, NSW, 2536",Southern NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bathurst,NSW,2795.0,Reporting wait times,,,,,,,,Bathurst Base Hospital,Reporting wait times,02 6330 5311,,,Howick Street,"Howick Street, Bathurst, NSW, 2795",Western NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Batlow,NSW,2730.0,Not reporting wait times,,,,,,,,Batlow/Adelong Multi Purpose Service,Not reporting wait times,02 6941 4333,,,61-81 Pioneer Street,"61-81 Pioneer Street, Batlow, NSW, 2730",Murrumbidgee Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Batlow,NSW,2730.0,No emergency department,,,,,,,,Batlow/Adelong Residential Aged Care,No emergency department,02 6941 4333,,,61-81 Pioneer Street,"61-81 Pioneer Street, Batlow, NSW, 2730",Murrumbidgee Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bega,NSW,2550.0,Not reporting wait times,,,,,,,,Bega District Hospital,Not reporting wait times,02 6492 9111,,,McKee Drive,"McKee Drive, Bega, NSW, 2550",Southern NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bellingen,NSW,2454.0,Not reporting wait times,,,,,,,,Bellingen River District Hospital,Not reporting wait times,02 6659 5800,,,Church Street,"Church Street, Bellingen, NSW, 2454",Mid North Coast Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Belmont,NSW,2280.0,Reporting wait times,,,,,,,,Belmont Hospital,Reporting wait times,02 4923 2000,,,Croudace Bay Road,"Croudace Bay Road, Belmont, NSW, 2280",Hunter New England Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Berrigan,NSW,2712.0,No emergency department,,,,,,,,Berrigan Residential Aged Care,No emergency department,03 5885 2208,,,Memorial Street,"Memorial Street, Berrigan, NSW, 2712",Murrumbidgee Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Berrigan,NSW,2712.0,Not reporting wait times,,,,,,,,Berrigan War Memorial Hospital,Not reporting wait times,03 5885 2208,,,Memorial Street,"Memorial Street, Berrigan, NSW, 2712",Murrumbidgee Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bingara,NSW,2404.0,Not reporting wait times,,,,,,,,Bingara Multi Purpose Service,Not reporting wait times,02 6728 0100,,,Keera Road,"Keera Road, Bingara, NSW, 2404",Hunter New England Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bingara,NSW,2304.0,No emergency department,,,,,,,,Bingara Residential Aged Care,No emergency department,02 6728 0130,,,Keera Road,"Keera Road, Bingara, NSW, 2304",Hunter New England Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Blacktown,NSW,2148.0,Reporting wait times,,,,,,,,Blacktown Hospital,Reporting wait times,02 9881 8000,,,Blacktown Road,"Blacktown Road, Blacktown, NSW, 2148",Western Sydney Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Blayney,NSW,2799.0,Not reporting wait times,,,,,,,,Blayney Multi-Purpose Health Service,Not reporting wait times,02 6368 9000,,,3 Osman Street,"3 Osman Street, Blayney, NSW, 2799",Western NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Katoomba,NSW,2780.0,Reporting wait times,,,,,,,,Blue Mountains District ANZAC Memorial Hospital,Reporting wait times,02 4784 6500,,,Cnr Woodlands Road and Great Western Hwy,"Cnr Woodlands Road and Great Western Hwy, Katoomba, NSW, 2780",Nepean Blue Mountains Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Boggabri,NSW,2382.0,Not reporting wait times,,,,,,,,Boggabri Multi-Purpose Service,Not reporting wait times,02 6749 7000,,,Wee Waa Street,"Wee Waa Street, Boggabri, NSW, 2382",Hunter New England Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Boggabri,NSW,2382.0,No emergency department,,,,,,,,Boggabri Residential Aged Care,No emergency department,02 6749 7000,,,Wee Waa Street,"Wee Waa Street, Boggabri, NSW, 2382",Hunter New England Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bombala,NSW,2632.0,Not reporting wait times,,,,,,,,Bombala Multi Purpose Service,Not reporting wait times,02 6458 5777,,,Wellington Street,"Wellington Street, Bombala, NSW, 2632",Southern NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bombala,NSW,2632.0,No emergency department,,,,,,,,Bombala Residential Aged Care,No emergency department,02 6458 5777,,,Wellington Street,"Wellington Street, Bombala, NSW, 2632",Southern NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bonalbo,NSW,2469.0,Not reporting wait times,,,,,,,,Bonalbo Hospital,Not reporting wait times,02 6665 1203,,,Clarence Way,"Clarence Way, Bonalbo, NSW, 2469",Northern NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Boorowa,NSW,2586.0,Not reporting wait times,,,,,,,,Boorowa District Hospital,Not reporting wait times,02 6385 3004,,,Dry Street,"Dry Street, Boorowa, NSW, 2586",Murrumbidgee Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Boorowa,NSW,2586.0,No emergency department,,,,,,,,Boorowa Residential Aged Care,No emergency department,02 6385 3004,,,62 Dry Street,"62 Dry Street, Boorowa, NSW, 2586",Murrumbidgee Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bourke,NSW,2840.0,Not reporting wait times,,,,,,,,Bourke District Hospital,Not reporting wait times,02 6870 8888,,,26 Tarcoon Street,"26 Tarcoon Street, Bourke, NSW, 2840",Western NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bourke,NSW,2840.0,No emergency department,,,,,,,,Bourke Residential Aged Care,No emergency department,02 6870 8888,,,26 Tarcoon Street,"26 Tarcoon Street, Bourke, NSW, 2840",Western NSW Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
,,,,,,,,Bowral,NSW,2576.0,Reporting wait times,,,,,,,,Bowral Hospital,Reporting wait times,02 4861 0200,,,Mona road,"Mona road, Bowral, NSW, 2576",South Western Sydney Local Health District,NSW Health API,,,,,,,,,,,,,,,,,
