contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes
gov_phone_87,phone,1800 020 787,Rural Health National Information Line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,General Enquiries,2025-08-30T06:49:35.217150,0.9,Federal government directory - Hours of Operation: Business Hours
gov_phone_88,phone,13 7226,Self-help Business,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Lodge yourNIL activity statementNIL annual GST returnGST or PAYG instalment annual electionsRegister for fuel tax creditsMake a payment arrangementEnquire about the progress of your lodgments or your ABN application,2025-08-30T06:49:35.217171,0.9,Federal government directory - nan
gov_phone_89,phone,13 2865,Self-help Individuals,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Enquire about the progress of your lodgmentsSearch for your lost superApply for refund of GST creditsMake a payment arrangement,2025-08-30T06:49:35.217191,0.9,Federal government directory - nan
gov_phone_90,phone,1300 720 092,Self-help Publications,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,"Order publications and forms, including individual tax return instructions and forms",2025-08-30T06:49:35.217212,0.9,Federal government directory - nan
gov_phone_91,phone,13 2300,Senior's Card (Commonwealth),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Seniors Card is a FREE discount card providing members with access to Government concessions and business discounts.,2025-08-30T06:49:35.217232,0.9,Federal government directory - nan
gov_phone_92,phone,1800 004 599,Severe Acute Respiratory Syndrome (SARS),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Information Hotline,2025-08-30T06:49:35.217252,0.9,Federal government directory - Hours of Operation: The operating hours 8.30 am - 5.00 pm Monday to Friday. After Hours - recorded message
gov_phone_93,phone,131 450,The Translating and Interpreting Service,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,"The Translating and Interpreting Service (TIS National) is an interpreting service provided by the Department of Home Affairs for people with limited English proficiency and for agencies and businesses that need to communicate with their non-English speaking clients.The TIS National services can be accessed 24 hours a day at the cost of the call for any person who needs an interpreter.Contact details for TIS National services, general enquires or feedback can be found at www.tisnational.gov.au/Contact-us",2025-08-30T06:49:35.217273,0.9,"Federal government directory - Hours of Operation: 24 hours, every day of the year"
gov_phone_94,phone,1800 020 653,Therapeutic Goods Administration,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Enquiries,2025-08-30T06:49:35.217293,0.9,Federal government directory - Hours of Operation: Business Hours
gov_phone_95,phone,+61 2 9360 1111,Tourism Australia,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,TBA,2025-08-30T06:49:35.217312,0.9,"Federal government directory - Hours of Operation: During office hours, 9.00 am - 5.30 pm (AEST)"
gov_phone_96,phone,1300 550 455,Transport Bookings,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,This line allows veterans their representatives and health providers arrange taxi transport to medical appointments under the BCWD scheme.,2025-08-30T06:49:35.217333,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday - Friday
gov_phone_97,phone,1800 838 372,Transport Claims,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,This line allows veterans and the representatives to contact Transport staff members to make enquiries regarding the their travel reimbursement eligibility and to check on progress of claims previously lodged.,2025-08-30T06:49:35.217355,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday - Friday
gov_phone_98,phone,1300 555 135,Travel Advice - Smartraveller,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,"•   Travel advisories from the Department of Foreign Affairs and Trade we deliver a range ofconsular services for Australians travelling or living overseas. We deliver our servicesthrough Australian embassies, high commissions and consulates overseas.___________________________________________________________________________•   Smartraveller provides official overseas travel advice. Our travel advice aims to inform youof the risks and how to avoid or handle difficulties overseas. Ultimately, though, it’s adviceonly and the decision to travel is yours. It’s also your responsibility to take care of your safetyand wellbeing.___________________________________________________________________________•   If you, or someone you know, needs urgent help or you have significant welfare concerns,emergency consular assistance is available 24 hours a day by calling the ConsularEmergency Centre (CEC) in Canberra on:1300 555 135 (within Australia)+61 2 6261 3305 (from overseas)___________________________________________________________________________Please use link below to contact Smartraveller.https://www.smartraveller.gov.au/about-us/contact-us",2025-08-30T06:49:35.217375,0.9,Federal government directory - Hours of Operation: Emergency consular assistance is available 24 hours
gov_phone_99,phone,1300 555 135,Travel Health,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Providing advice on Travel Health.,2025-08-30T06:49:35.217395,0.9,Federal government directory - Hours of Operation: Business hours
gov_phone_100,phone,1800 020 008,Treasury (Contact),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,General Enquiries,2025-08-30T06:49:35.217415,0.9,Federal government directory - Hours of Operation: Business Hours
gov_phone_101,phone,1800 838 372,Treatment Card Inquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Treatment Card Inquiries,2025-08-30T06:49:35.217435,0.9,Federal government directory - nan
gov_phone_102,phone,1800 838 372,Use of the word Anzac,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/u#paginationControl,,,Federal,,All enquiries around the use of the word Anzac.,2025-08-30T06:49:35.217455,0.9,Federal government directory - nan
gov_phone_103,phone,1800 552 580,VAPAC,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,The Veterans' Affairs Pharmaceutical Approvals Centre,2025-08-30T06:49:35.217475,0.9,Federal government directory - nan
gov_phone_104,phone,1800 020 283,Veteran & Community Grants,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,Information on the Veteran and Community Grants (V&CG) Program which  is to maintain and improve the independence and quality of life for members of the Australian veteran community by providing funding for projects that sustain or enhance health and wellbeing.,2025-08-30T06:49:35.217495,0.9,Federal government directory - nan
gov_phone_105,phone,1300 550 450,Veterans' Home Care Assessment,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,Veterans' Home Care Assessment Agency,2025-08-30T06:49:35.217515,0.9,Federal government directory - nan
gov_phone_106,phone,1300 550 460,Veterans' Review Board,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,nan,2025-08-30T06:49:35.217536,0.9,Federal government directory - nan
gov_phone_107,phone,1800 838 372,War Graves - Individual Commemorations,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/w#paginationControl,,,Federal,,"War Graves, individual commemorations",2025-08-30T06:49:35.217556,0.9,Federal government directory - nan
gov_phone_108,phone,1300 754 389,Weather Connect,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/w#paginationControl,,,Federal,,Weather Connect,2025-08-30T06:49:35.217576,0.9,Federal government directory - nan
nsw_gov_1_phone,phone,1800 019 998,Aboriginal Affairs,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-affairs,Level 6 201 Coward Street Mascot NSW 2020,,NSW,,,2025-08-30T06:49:35.218288,0.85,NSW Government Directory - Postal: PO Box 207 Mascot NSW 1460
nsw_gov_1_email,email,enquiries@aboriginalaffairs.nsw.gov.au,Aboriginal Affairs,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-affairs,Level 6 201 Coward Street Mascot NSW 2020,,NSW,,,2025-08-30T06:49:35.218288,0.85,NSW Government Directory - Postal: PO Box 207 Mascot NSW 1460
nsw_gov_1_website,website,https://www.nsw.gov.au/departments-and-agencies/aboriginal-affairs-nsw,Aboriginal Affairs,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-affairs,Level 6 201 Coward Street Mascot NSW 2020,,NSW,,,2025-08-30T06:49:35.218288,0.85,NSW Government Directory - Postal: PO Box 207 Mascot NSW 1460
nsw_gov_2_phone,phone,1300 197 177,Aboriginal and Torres Strait Islander Health Practice Council of NSW,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-and-torres-strait-islander-health-practice-council-of-nsw,nan,,NSW,,,2025-08-30T06:49:35.218322,0.85,NSW Government Directory - Postal: nan
nsw_gov_2_email,email,HPCA-ATSIHealthPracticeCouncil@health.nsw.gov.au,Aboriginal and Torres Strait Islander Health Practice Council of NSW,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-and-torres-strait-islander-health-practice-council-of-nsw,nan,,NSW,,,2025-08-30T06:49:35.218322,0.85,NSW Government Directory - Postal: nan
nsw_gov_2_website,website,https://www.atsihealthpracticecouncil.nsw.gov.au/,Aboriginal and Torres Strait Islander Health Practice Council of NSW,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-and-torres-strait-islander-health-practice-council-of-nsw,nan,,NSW,,,2025-08-30T06:49:35.218322,0.85,NSW Government Directory - Postal: nan
nsw_gov_3_phone,phone,(02) 9550 5666,Aboriginal Education Consultative Group (AECG),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-education-consultative-group-aecg,37 Cavendish Street STANMORE NSW 2048,,NSW,,,2025-08-30T06:49:35.218353,0.85,NSW Government Directory - Postal: nan
nsw_gov_3_email,email,info@aecg.nsw.edu.au,Aboriginal Education Consultative Group (AECG),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-education-consultative-group-aecg,37 Cavendish Street STANMORE NSW 2048,,NSW,,,2025-08-30T06:49:35.218353,0.85,NSW Government Directory - Postal: nan
nsw_gov_4_phone,phone,1800 727 555,Aboriginal Housing Office (Parramatta Head Office),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-housing-office-parramatta-head-office,"4 Parramatta Square, 12 Darcy St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218379,0.85,NSW Government Directory - Postal: PO Box W5 WestfieldParramatta NSW 2150
nsw_gov_4_email,email,AHOEnquiries@facs.nsw.gov.au,Aboriginal Housing Office (Parramatta Head Office),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-housing-office-parramatta-head-office,"4 Parramatta Square, 12 Darcy St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218379,0.85,NSW Government Directory - Postal: PO Box W5 WestfieldParramatta NSW 2150
nsw_gov_4_website,website,https://www.aho.nsw.gov.au/,Aboriginal Housing Office (Parramatta Head Office),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-housing-office-parramatta-head-office,"4 Parramatta Square, 12 Darcy St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218379,0.85,NSW Government Directory - Postal: PO Box W5 WestfieldParramatta NSW 2150
nsw_gov_5_phone,phone,(02) 8575 1160,"Aboriginal Land Rights Act 1983 (NSW), Office of the Registrar",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-land-rights-act-1983-nsw-office-of-the-registrar,"Level 3, 2-10 Wentworth Street PARRAMATTA NSW 2124",,NSW,,,2025-08-30T06:49:35.218407,0.85,"NSW Government Directory - Postal: PO Box 787, Parramatta NSW 2124"
nsw_gov_5_email,email,adminofficer@oralra.nsw.gov.au,"Aboriginal Land Rights Act 1983 (NSW), Office of the Registrar",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-land-rights-act-1983-nsw-office-of-the-registrar,"Level 3, 2-10 Wentworth Street PARRAMATTA NSW 2124",,NSW,,,2025-08-30T06:49:35.218407,0.85,"NSW Government Directory - Postal: PO Box 787, Parramatta NSW 2124"
nsw_gov_5_website,website,https://www.oralra.nsw.gov.au/,"Aboriginal Land Rights Act 1983 (NSW), Office of the Registrar",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-land-rights-act-1983-nsw-office-of-the-registrar,"Level 3, 2-10 Wentworth Street PARRAMATTA NSW 2124",,NSW,,,2025-08-30T06:49:35.218407,0.85,"NSW Government Directory - Postal: PO Box 787, Parramatta NSW 2124"
nsw_gov_6_phone,phone,(02) 6643 0000,Acmena Youth Justice Centre,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/acmena-youth-justice-centre,Lot 57 Swallow Road GRAFTON NSW 2460,,NSW,,,2025-08-30T06:49:35.218433,0.85,"NSW Government Directory - Postal: PO Box 542, GRAFTON NSW 2460"
nsw_gov_7_phone,phone,1800 628 221,"Ageing and Disability Commission, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-ageing-and-disability-commission,"Level 6, 93 George St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218457,0.85,NSW Government Directory - Postal: nan
nsw_gov_7_email,email,helpline@adc.nsw.gov.au,"Ageing and Disability Commission, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-ageing-and-disability-commission,"Level 6, 93 George St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218457,0.85,NSW Government Directory - Postal: nan
nsw_gov_7_website,website,https://www.ageingdisabilitycommission.nsw.gov.au,"Ageing and Disability Commission, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-ageing-and-disability-commission,"Level 6, 93 George St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218457,0.85,NSW Government Directory - Postal: nan
nsw_gov_8_phone,phone,(02) 9464 4666,"Agency for Clinical Innovation, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-agency-for-clinical-innovation,1 Reserve Road St Leonards NSW 2065,,NSW,,,2025-08-30T06:49:35.218483,0.85,NSW Government Directory - Postal: Locked Bag 2030St Leonards NSW 1590
nsw_gov_8_email,email,aci-info@health.nsw.gov.au,"Agency for Clinical Innovation, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-agency-for-clinical-innovation,1 Reserve Road St Leonards NSW 2065,,NSW,,,2025-08-30T06:49:35.218483,0.85,NSW Government Directory - Postal: Locked Bag 2030St Leonards NSW 1590
nsw_gov_8_website,website,https://www.aci.health.nsw.gov.au/,"Agency for Clinical Innovation, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-agency-for-clinical-innovation,1 Reserve Road St Leonards NSW 2065,,NSW,,,2025-08-30T06:49:35.218483,0.85,NSW Government Directory - Postal: Locked Bag 2030St Leonards NSW 1590
nsw_gov_9_email,email,agcommissioner@dpird.nsw.gov.au,"Agriculture Commissioner, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/agriculture-commissioner-nsw,nan,,NSW,,,2025-08-30T06:49:35.218510,0.85,NSW Government Directory - Postal: nan
hospital_0_phone,phone,02 6058 4444,Albury Wodonga Health,hospital,nsw_hospitals_agent,NSW Health API,201 Borella Road,Albury,NSW,2640,No emergency department,2025-08-30T06:49:35.220542,0.95,LHD: Albury Wodonga Health
hospital_1_phone,phone,02 6776 9500,Armidale Rural Referral Hospital,hospital,nsw_hospitals_agent,NSW Health API,Rusden Street,Armidale,NSW,2350,Reporting wait times,2025-08-30T06:49:35.220577,0.95,LHD: Hunter New England Local Health District
hospital_2_phone,phone,02 8759 3000,Auburn Hospital & Community Health Services,hospital,nsw_hospitals_agent,NSW Health API,Hargrave Road,Auburn,NSW,2144,Reporting wait times,2025-08-30T06:49:35.220606,0.95,LHD: Western Sydney Local Health District
hospital_3_phone,phone,02 6686 2111,Ballina District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Cherry Street,Ballina,NSW,2478,Not reporting wait times,2025-08-30T06:49:35.220632,0.95,LHD: Northern NSW Local Health District
hospital_4_phone,phone,02 9395 2111,Balmain Hospital,hospital,nsw_hospitals_agent,NSW Health API,29 Booth Street,Balmain,NSW,2041,No emergency department,2025-08-30T06:49:35.220657,0.95,LHD: Sydney Local Health District
hospital_5_phone,phone,03 5020 1606,Balranald District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Market Street,Balranald,NSW,2715,Not reporting wait times,2025-08-30T06:49:35.220685,0.95,LHD: Far West Local Health District
hospital_6_phone,phone,02 9722 8000,Bankstown Lidcombe Hospital,hospital,nsw_hospitals_agent,NSW Health API,Eldridge Road,Bankstown,NSW,2200,Reporting wait times,2025-08-30T06:49:35.220709,0.95,LHD: South Western Sydney Local Health District
hospital_7_phone,phone,02 6843 4100,Baradine Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Cnr Darling and Macquarie Street,Baradine,NSW,2396,Not reporting wait times,2025-08-30T06:49:35.220733,0.95,LHD: Western NSW Local Health District
hospital_8_phone,phone,02 6843 1909,Baradine Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Corner of Darling and Macquarie Street,Baradine,NSW,2396,No emergency department,2025-08-30T06:49:35.220756,0.95,LHD: Western NSW Local Health District
hospital_9_phone,phone,03 5451 1000,Barham Koondrook Soldiers Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Punt Road,Barham,NSW,2732,Not reporting wait times,2025-08-30T06:49:35.220780,0.95,LHD: Murrumbidgee Local Health District
hospital_10_phone,phone,02 6782 2500,Barraba Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Edward Street,Barraba,NSW,2347,Not reporting wait times,2025-08-30T06:49:35.220803,0.95,LHD: Hunter New England Local Health District
hospital_11_phone,phone,02 6782 2507,Barraba Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Edward Street,Barraba,NSW,2347,No emergency department,2025-08-30T06:49:35.220827,0.95,LHD: Hunter New England Local Health District
hospital_12_phone,phone,02 4475 1500,Bateman's Bay District Hospital,hospital,nsw_hospitals_agent,NSW Health API,7 Pacific Street,Batemans Bay,NSW,2536,Not reporting wait times,2025-08-30T06:49:35.220850,0.95,LHD: Southern NSW Local Health District
hospital_13_phone,phone,02 6330 5311,Bathurst Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Howick Street,Bathurst,NSW,2795,Reporting wait times,2025-08-30T06:49:35.220876,0.95,LHD: Western NSW Local Health District
hospital_14_phone,phone,02 6941 4333,Batlow/Adelong Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,61-81 Pioneer Street,Batlow,NSW,2730,Not reporting wait times,2025-08-30T06:49:35.220900,0.95,LHD: Murrumbidgee Local Health District
hospital_15_phone,phone,02 6941 4333,Batlow/Adelong Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,61-81 Pioneer Street,Batlow,NSW,2730,No emergency department,2025-08-30T06:49:35.220924,0.95,LHD: Murrumbidgee Local Health District
hospital_16_phone,phone,02 6492 9111,Bega District Hospital,hospital,nsw_hospitals_agent,NSW Health API,McKee Drive,Bega,NSW,2550,Not reporting wait times,2025-08-30T06:49:35.220948,0.95,LHD: Southern NSW Local Health District
hospital_17_phone,phone,02 6659 5800,Bellingen River District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Church Street,Bellingen,NSW,2454,Not reporting wait times,2025-08-30T06:49:35.220972,0.95,LHD: Mid North Coast Local Health District
hospital_18_phone,phone,02 4923 2000,Belmont Hospital,hospital,nsw_hospitals_agent,NSW Health API,Croudace Bay Road,Belmont,NSW,2280,Reporting wait times,2025-08-30T06:49:35.220996,0.95,LHD: Hunter New England Local Health District
hospital_19_phone,phone,03 5885 2208,Berrigan Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Memorial Street,Berrigan,NSW,2712,No emergency department,2025-08-30T06:49:35.221020,0.95,LHD: Murrumbidgee Local Health District
hospital_20_phone,phone,03 5885 2208,Berrigan War Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Memorial Street,Berrigan,NSW,2712,Not reporting wait times,2025-08-30T06:49:35.221044,0.95,LHD: Murrumbidgee Local Health District
hospital_21_phone,phone,02 6728 0100,Bingara Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Keera Road,Bingara,NSW,2404,Not reporting wait times,2025-08-30T06:49:35.221067,0.95,LHD: Hunter New England Local Health District
hospital_22_phone,phone,02 6728 0130,Bingara Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Keera Road,Bingara,NSW,2304,No emergency department,2025-08-30T06:49:35.221091,0.95,LHD: Hunter New England Local Health District
hospital_23_phone,phone,02 9881 8000,Blacktown Hospital,hospital,nsw_hospitals_agent,NSW Health API,Blacktown Road,Blacktown,NSW,2148,Reporting wait times,2025-08-30T06:49:35.221115,0.95,LHD: Western Sydney Local Health District
hospital_24_phone,phone,02 6368 9000,Blayney Multi-Purpose Health Service,hospital,nsw_hospitals_agent,NSW Health API,3 Osman Street,Blayney,NSW,2799,Not reporting wait times,2025-08-30T06:49:35.221139,0.95,LHD: Western NSW Local Health District
hospital_25_phone,phone,02 4784 6500,Blue Mountains District ANZAC Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Cnr Woodlands Road and Great Western Hwy,Katoomba,NSW,2780,Reporting wait times,2025-08-30T06:49:35.221163,0.95,LHD: Nepean Blue Mountains Local Health District
hospital_26_phone,phone,02 6749 7000,Boggabri Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Wee Waa Street,Boggabri,NSW,2382,Not reporting wait times,2025-08-30T06:49:35.221187,0.95,LHD: Hunter New England Local Health District
hospital_27_phone,phone,02 6749 7000,Boggabri Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Wee Waa Street,Boggabri,NSW,2382,No emergency department,2025-08-30T06:49:35.221211,0.95,LHD: Hunter New England Local Health District
hospital_28_phone,phone,02 6458 5777,Bombala Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Wellington Street,Bombala,NSW,2632,Not reporting wait times,2025-08-30T06:49:35.221234,0.95,LHD: Southern NSW Local Health District
hospital_29_phone,phone,02 6458 5777,Bombala Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Wellington Street,Bombala,NSW,2632,No emergency department,2025-08-30T06:49:35.221258,0.95,LHD: Southern NSW Local Health District
hospital_30_phone,phone,02 6665 1203,Bonalbo Hospital,hospital,nsw_hospitals_agent,NSW Health API,Clarence Way,Bonalbo,NSW,2469,Not reporting wait times,2025-08-30T06:49:35.221282,0.95,LHD: Northern NSW Local Health District
hospital_31_phone,phone,02 6385 3004,Boorowa District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Dry Street,Boorowa,NSW,2586,Not reporting wait times,2025-08-30T06:49:35.221306,0.95,LHD: Murrumbidgee Local Health District
hospital_32_phone,phone,02 6385 3004,Boorowa Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,62 Dry Street,Boorowa,NSW,2586,No emergency department,2025-08-30T06:49:35.221331,0.95,LHD: Murrumbidgee Local Health District
hospital_33_phone,phone,02 6870 8888,Bourke District Hospital,hospital,nsw_hospitals_agent,NSW Health API,26 Tarcoon Street,Bourke,NSW,2840,Not reporting wait times,2025-08-30T06:49:35.221354,0.95,LHD: Western NSW Local Health District
hospital_34_phone,phone,02 6870 8888,Bourke Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,26 Tarcoon Street,Bourke,NSW,2840,No emergency department,2025-08-30T06:49:35.221378,0.95,LHD: Western NSW Local Health District
hospital_35_phone,phone,02 4861 0200,Bowral Hospital,hospital,nsw_hospitals_agent,NSW Health API,Mona road,Bowral,NSW,2576,Reporting wait times,2025-08-30T06:49:35.221402,0.95,LHD: South Western Sydney Local Health District
hospital_36_phone,phone,1300 225013,Braeside Hospital,hospital,nsw_hospitals_agent,NSW Health API,Locked Bag 82 Wetherill Park 1851<br/>340 Prairie Vale Road,Prairiewood,NSW,2176,No emergency department,2025-08-30T06:49:35.221426,0.95,LHD: South Western Sydney Local Health District
hospital_37_phone,phone,02 4842 2566,Braidwood Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,73 Monkittee Street,Braidwood,NSW,2622,Not reporting wait times,2025-08-30T06:49:35.221450,0.95,LHD: Southern NSW Local Health District
hospital_38_phone,phone,02 4842 2566,Braidwood Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,73 Monkittee Street,Braidwood,NSW,2622,No emergency department,2025-08-30T06:49:35.221474,0.95,LHD: Southern NSW Local Health District
hospital_39_phone,phone,02 6830 5000,Brewarrina Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,56 Doyle Street,Brewarrina,NSW,2839,Not reporting wait times,2025-08-30T06:49:35.221497,0.95,LHD: Western NSW Local Health District
hospital_40_phone,phone,02 6830 5000,Brewarrina Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,56 Doyle Street,Brewarrina,NSW,2839,No emergency department,2025-08-30T06:49:35.221521,0.95,LHD: Western NSW Local Health District
hospital_41_phone,phone,08 8080 1333,Broken Hill Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Thomas Street,Broken Hill,NSW,2880,Reporting wait times,2025-08-30T06:49:35.221545,0.95,LHD: Far West Local Health District
hospital_42_phone,phone,02 4987 9900,Bulahdelah Community Hospital,hospital,nsw_hospitals_agent,NSW Health API,Richmond Street,Bulahdelah,NSW,2423,Not reporting wait times,2025-08-30T06:49:35.221569,0.95,LHD: Hunter New England Local Health District
hospital_43_phone,phone,02 4284 4344,Bulli Hospital,hospital,nsw_hospitals_agent,NSW Health API,Hospital Road,Bulli,NSW,2516,Not reporting wait times,2025-08-30T06:49:35.221592,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_44_phone,phone,02 6685 6200,Byron District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Shirley & Wordsworth Sts,Byron Bay,NSW,2481,Not reporting wait times,2025-08-30T06:49:35.221616,0.95,LHD: Northern NSW Local Health District
hospital_45_phone,phone,02 9553 3111,Calvary Health Care Sydney,hospital,nsw_hospitals_agent,NSW Health API,91-111 Rocky Point Road,Kogarah,NSW,2217,No emergency department,2025-08-30T06:49:35.221642,0.95,LHD: South Eastern Sydney Local Health District
hospital_46_phone,phone,02 4921 1211,Calvary Mater Newcastle,hospital,nsw_hospitals_agent,NSW Health API,20 Edith Street,Waratah,NSW,2298,Reporting wait times,2025-08-30T06:49:35.221666,0.95,LHD: Hunter New England Local Health District
hospital_47_phone,phone,02 4634 3000,Camden Hospital,hospital,nsw_hospitals_agent,NSW Health API,Menangle Road,Camden,NSW,2570,Not reporting wait times,2025-08-30T06:49:35.221690,0.95,LHD: South Western Sydney Local Health District
hospital_48_phone,phone,02 6683 2019,"Campbell Hospital, Coraki",hospital,nsw_hospitals_agent,NSW Health API,Spring Street,Coraki,NSW,2471,Not reporting wait times,2025-08-30T06:49:35.221714,0.95,LHD: Northern NSW Local Health District
hospital_49_phone,phone,02 4634 3000,Campbelltown Hospital,hospital,nsw_hospitals_agent,NSW Health API,Therry Road,Campbelltown,NSW,2560,Reporting wait times,2025-08-30T06:49:35.221738,0.95,LHD: South Western Sydney Local Health District
hospital_50_phone,phone,02 6340 3033,Canowindra Soldiers Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Browns Avenue,Canowindra,NSW,2804,Not reporting wait times,2025-08-30T06:49:35.221762,0.95,LHD: Western NSW Local Health District
hospital_51_phone,phone,02 9787 0000,Canterbury Hospital,hospital,nsw_hospitals_agent,NSW Health API,Canterbury Road,Campsie,NSW,2194,Reporting wait times,2025-08-30T06:49:35.221786,0.95,LHD: Sydney Local Health District
